Unnamed: 0,vertex_id,vertex_name,type,movie_str_url
596,596,Spider-Man 3,movie,Spider-Man+3
597,597,Black Mirror: Nosedive,movie,Black+Mirror+Nosedive
598,598,Melancholia,movie,Melancholia
599,599,Harry Potter and the Philosophers Stone,movie,Harry+Potter+and+the+Philosophers+Stone
600,600,The Emoji Movie,movie,The+Emoji+Movie
601,601,Unpregnant,movie,Unpregnant
602,602,Breathless,movie,Breathless
603,603,Pitch Perfect,movie,Pitch+Perfect
604,604,The Bad Guys,movie,The+Bad+Guys
605,605,Rushmore,movie,Rushmore
606,606,8:46,movie,8+46
607,607,Thirteen,movie,Thirteen
608,608,The Strange Thing About the Johnsons,movie,The+Strange+Thing+About+the+Johnsons
609,609,Free Solo,movie,Free+Solo
610,610,Minions,movie,Minions
611,611,Memoria,movie,Memoria
612,612,Elf,movie,Elf
613,613,Home Alone 2: Lost in New York,movie,Home+Alone+2+Lost+in+New+York
614,614,The Twilight Saga: Breaking Dawn - Part 2,movie,The+Twilight+Saga+Breaking+Dawn+-+Part+2
615,615,The Bling Ring,movie,The+Bling+Ring
616,616,Inherent Vice,movie,Inherent+Vice
617,617,Cloudy with a Chance of Meatballs,movie,Cloudy+with+a+Chance+of+Meatballs
618,618,Dirty Dancing,movie,Dirty+Dancing
619,619,Boiling Point,movie,Boiling+Point
620,620,Some Like It Hot,movie,Some+Like+It+Hot
621,621,Kill Bill: Vol. 2,movie,Kill+Bill+Vol.+2
622,622,Wendell & Wild,movie,Wendell+&+Wild
623,623,Artemis Fowl,movie,Artemis+Fowl
624,624,The Game,movie,The+Game
625,625,The Guardians of the Galaxy Holiday Special,movie,The+Guardians+of+the+Galaxy+Holiday+Special
626,626,Spider-Man: Far from Home,movie,Spider-Man+Far+from+Home
627,627,Bridget Joness Diary,movie,Bridget+Joness+Diary
628,628,Ingrid Goes West,movie,Ingrid+Goes+West
629,629,Harry Potter and the Order of the Phoenix,movie,Harry+Potter+and+the+Order+of+the+Phoenix
630,630,Shazam!,movie,Shazam!
631,631,Beau Travail,movie,Beau+Travail
632,632,Full Metal Jacket,movie,Full+Metal+Jacket
633,633,Beautiful Boy,movie,Beautiful+Boy
634,634,G.I. Jane,movie,G.I.+Jane
635,635,Candyman,movie,Candyman
636,636,Enola Holmes 2,movie,Enola+Holmes+2
637,637,After Hours,movie,After+Hours
638,638,Ratatouille: The TikTok Musical,movie,Ratatouille+The+TikTok+Musical
639,639,Hawkeye,movie,Hawkeye
640,640,Shaun of the Dead,movie,Shaun+of+the+Dead
641,641,Crazy Rich Asians,movie,Crazy+Rich+Asians
642,642,Madagascar: Escape 2 Africa,movie,Madagascar+Escape+2+Africa
643,643,Enchanted,movie,Enchanted
644,644,Homecoming: A Film by BeyoncÃÂ©,movie,Homecoming+A+Film+by+Beyonc
645,645,Inland Empire,movie,Inland+Empire
646,646,The Disaster Artist,movie,The+Disaster+Artist
647,647,Barry Lyndon,movie,Barry+Lyndon
648,648,High School Musical 2,movie,High+School+Musical+2
649,649,Framing Britney Spears,movie,Framing+Britney+Spears
650,650,Lux Ã?terna,movie,Lux+Ã?terna
651,651,Toy Story,movie,Toy+Story
652,652,Amsterdam,movie,Amsterdam
653,653,Violent Night,movie,Violent+Night
654,654,Audition,movie,Audition
655,655,Paprika,movie,Paprika
656,656,Justice League,movie,Justice+League
657,657,Coherence,movie,Coherence
658,658,Fifty Shades of Grey,movie,Fifty+Shades+of+Grey
659,659,Cruel Intentions,movie,Cruel+Intentions
660,660,jeen-yuhs: A Kanye Trilogy,movie,jeen-yuhs+A+Kanye+Trilogy
661,661,Harry Potter and the Goblet of Fire,movie,Harry+Potter+and+the+Goblet+of+Fire
662,662,Kingsman: The Secret Service,movie,Kingsman+The+Secret+Service
663,663,Shes the Man,movie,Shes+the+Man
664,664,A Trip to the Moon,movie,A+Trip+to+the+Moon
665,665,The Lego Movie,movie,The+Lego+Movie
666,666,Moonfall,movie,Moonfall
667,667,Marry Me,movie,Marry+Me
668,668,Cherry,movie,Cherry
669,669,Roald Dahls Matilda the Musical,movie,Roald+Dahls+Matilda+the+Musical
670,670,F9,movie,F9
671,671,Mainstream,movie,Mainstream
672,672,Finding Nemo,movie,Finding+Nemo
673,673,20th Century Women,movie,20th+Century+Women
674,674,After,movie,After
675,675,The Proposal,movie,The+Proposal
676,676,Harry Potter and the Half-Blood Prince,movie,Harry+Potter+and+the+Half-Blood+Prince
677,677,Twin Peaks: Fire Walk with Me,movie,Twin+Peaks+Fire+Walk+with+Me
678,678,Beauty and the Beast,movie,Beauty+and+the+Beast
679,679,The Life Aquatic with Steve Zissou,movie,The+Life+Aquatic+with+Steve+Zissou
680,680,White Chicks,movie,White+Chicks
681,681,Emily the Criminal,movie,Emily+the+Criminal
682,682,"Love, Rosie",movie,Love+Rosie
683,683,Point Break,movie,Point+Break
684,684,The Ring,movie,The+Ring
685,685,The Cat in the Hat,movie,The+Cat+in+the+Hat
686,686,V for Vendetta,movie,V+for+Vendetta
687,687,Cinema Paradiso,movie,Cinema+Paradiso
688,688,Videodrome,movie,Videodrome
689,689,Sicario,movie,Sicario
690,690,La JetÃÂ©e,movie,La+JetÃÂ©e
691,691,Twin Peaks: The Return,movie,Twin+Peaks+The+Return
692,692,Senior Year,movie,Senior+Year
693,693,The Social Dilemma,movie,The+Social+Dilemma
694,694,Set It Up,movie,Set+It+Up
695,695,Death Proof,movie,Death+Proof
696,696,Ma,movie,Ma
697,697,The Long Goodbye,movie,The+Long+Goodbye
698,698,Mirror,movie,Mirror
699,699,Pans Labyrinth,movie,Pans+Labyrinth
700,700,Bram Stokers Dracula,movie,Bram+Stokers+Dracula
701,701,Sharp Objects,movie,Sharp+Objects
702,702,Ocean Waves,movie,Ocean+Waves
703,703,The Sea Beast,movie,The+Sea+Beast
704,704,Zootopia,movie,Zootopia
705,705,The Iron Giant,movie,The+Iron+Giant
706,706,The Nun,movie,The+Nun
707,707,Moonstruck,movie,Moonstruck
708,708,Look Both Ways,movie,Look+Both+Ways
709,709,Guardians of the Galaxy Vol. 2,movie,Guardians+of+the+Galaxy+Vol.+2
710,710,Fantastic Beasts: The Crimes of Grindelwald,movie,Fantastic+Beasts+The+Crimes+of+Grindelwald
711,711,Thelma & Louise,movie,Thelma+and+Louise
712,712,Saw IV,movie,Saw+IV
713,713,Grease,movie,Grease
714,714,Pretty Woman,movie,Pretty+Woman
715,715,Fire of Love,movie,Fire+of+Love
716,716,Lars and the Real Girl,movie,Lars+and+the+Real+Girl
717,717,Raging Bull,movie,Raging+Bull
718,718,The School for Good and Evil,movie,The+School+for+Good+and+Evil
719,719,The Two Popes,movie,The+Two+Popes
720,720,The Haunting of Hill House,movie,The+Haunting+of+Hill+House
721,721,Searching,movie,Searching
722,722,At Eternitys Gate,movie,At+Eternitys+Gate
723,723,Scooby-Doo 2: Monsters Unleashed,movie,Scooby-Doo+2+Monsters+Unleashed
724,724,Shoplifters,movie,Shoplifters
725,725,Amadeus,movie,Amadeus
726,726,Sonic the Hedgehog 2,movie,Sonic+the+Hedgehog+2
727,727,The Little Things,movie,The+Little+Things
728,728,Chinatown,movie,Chinatown
729,729,"Yes, God, Yes",movie,Yes+God+Yes
730,730,Youve Got Mail,movie,Youve+Got+Mail
731,731,The Twilight Saga: Breaking Dawn - Part 1,movie,The+Twilight+Saga+Breaking+Dawn+-+Part+1
732,732,Spider-Man: Homecoming,movie,Spider-Man+Homecoming
733,733,Cam,movie,Cam
734,734,The Good Nurse,movie,The+Good+Nurse
735,735,Metropolis,movie,Metropolis
736,736,The Nightmare Before Christmas,movie,The+Nightmare+Before+Christmas
737,737,Red Eye,movie,Red+Eye
738,738,The Greatest Showman,movie,The+Greatest+Showman
739,739,Love Hard,movie,Love+Hard
740,740,Hidden Figures,movie,Hidden+Figures
741,741,The Curious Case of Benjamin Button,movie,The+Curious+Case+of+Benjamin+Button
742,742,Addams Family Values,movie,Addams+Family+Values
743,743,Surfs Up,movie,Surfs+Up
744,744,Mare of Easttown,movie,Mare+of+Easttown
745,745,A Rainy Day in New York,movie,A+Rainy+Day+in+New+York
746,746,Labyrinth,movie,Labyrinth
747,747,Harry Potter and the Deathly Hallows: Part 2,movie,Harry+Potter+and+the+Deathly+Hallows+Part+2
748,748,Bad Times at the El Royale,movie,Bad+Times+at+the+El+Royale
749,749,Mamma Mia! Here We Go Again,movie,Mamma+Mia!+Here+We+Go+Again
750,750,High School Musical 3: Senior Year,movie,High+School+Musical+3+Senior+Year
751,751,The Human Centipede,movie,The+Human+Centipede
752,752,Burn After Reading,movie,Burn+After+Reading
753,753,Chicago,movie,Chicago
754,754,Despicable Me,movie,Despicable+Me
755,755,King Richard,movie,King+Richard
756,756,Unfriended,movie,Unfriended
757,757,They/Them,movie,They+Them
758,758,Roma,movie,Roma
759,759,The Dark Knight Rises,movie,The+Dark+Knight+Rises
760,760,Close,movie,Close
761,761,Me Before You,movie,Me+Before+You
762,762,Captain America: The Winter Soldier,movie,Captain+America+The+Winter+Soldier
763,763,"The Good, the Bad and the Ugly",movie,The+Good+the+Bad+and+the+Ugly
764,764,They Live,movie,They+Live
765,765,Where the Wild Things Are,movie,Where+the+Wild+Things+Are
766,766,The Piano Teacher,movie,The+Piano+Teacher
767,767,Dazed and Confused,movie,Dazed+and+Confused
768,768,Jurassic World: Fallen Kingdom,movie,Jurassic+World+Fallen+Kingdom
769,769,The Squid and the Whale,movie,The+Squid+and+the+Whale
770,770,The Prince of Egypt,movie,The+Prince+of+Egypt
771,771,Pig,movie,Pig
772,772,Ms. Marvel,movie,Ms.+Marvel
773,773,Speed Racer,movie,Speed+Racer
774,774,Falling for Christmas,movie,Falling+for+Christmas
775,775,Little Shop of Horrors,movie,Little+Shop+of+Horrors
776,776,Murder on the Orient Express,movie,Murder+on+the+Orient+Express
777,777,Ammonite,movie,Ammonite
778,778,Troy,movie,Troy
779,779,Lady Chatterleys Lover,movie,Lady+Chatterleys+Lover
780,780,The Tinder Swindler,movie,The+Tinder+Swindler
781,781,High School Musical,movie,High+School+Musical
782,782,Game Night,movie,Game+Night
783,783,Four Weddings and a Funeral,movie,Four+Weddings+and+a+Funeral
784,784,Scarface,movie,Scarface
785,785,Batman Returns,movie,Batman+Returns
786,786,The King of Comedy,movie,The+King+of+Comedy
787,787,The Cabin in the Woods,movie,The+Cabin+in+the+Woods
788,788,Stoker,movie,Stoker
789,789,The Big Sick,movie,The+Big+Sick
790,790,Godzilla vs. Kong,movie,Godzilla+vs.+Kong
791,791,Diary of a Wimpy Kid: Rodrick Rules,movie,Diary+of+a+Wimpy+Kid+Rodrick+Rules
792,792,Shes All That,movie,Shes+All+That
793,793,Mr. & Mrs. Smith,movie,Mr.+&+Mrs.+Smith
794,794,Borat Subsequent Moviefilm,movie,Borat+Subsequent+Moviefilm
795,795,Cars,movie,Cars
796,796,The Haunting of Bly Manor,movie,The+Haunting+of+Bly+Manor
797,797,The Addams Family,movie,The+Addams+Family
798,798,The Muppets,movie,The+Muppets
799,799,My Octopus Teacher,movie,My+Octopus+Teacher
800,800,Rebecca,movie,Rebecca
801,801,Incantation,movie,Incantation
802,802,How the Grinch Stole Christmas,movie,How+the+Grinch+Stole+Christmas
803,803,Last Christmas,movie,Last+Christmas
804,804,Predator,movie,Predator
805,805,The Lion King 1ÃÂ½,movie,The+Lion+King+1
806,806,Up,movie,Up
807,807,"Paris, Texas",movie,Paris+Texas
808,808,Toy Story 2,movie,Toy+Story+2
809,809,To All the Boys Ive Loved Before,movie,To+All+the+Boys+Ive+Loved+Before
810,810,Widows,movie,Widows
811,811,Klaus,movie,Klaus
812,812,"Extremely Wicked, Shockingly Evil and Vile",movie,Extremely+Wicked+Shockingly+Evil+and+Vile
813,813,The Hand of God,movie,The+Hand+of+God
814,814,Yi Yi,movie,Yi+Yi
815,815,Star Wars: Episode I - The Phantom Menace,movie,Star+Wars+Episode+I+-+The+Phantom+Menace
816,816,Sonic the Hedgehog,movie,Sonic+the+Hedgehog
817,817,The Exorcist,movie,The+Exorcist
818,818,Percy Jackson & the Olympians: The Lightning Thief,movie,Percy+Jackson+&+the+Olympians+The+Lightning+Thief
819,819,Orphan,movie,Orphan
820,820,The Matrix Revolutions,movie,The+Matrix+Revolutions
821,821,Love,movie,Love
822,822,Sing Street,movie,Sing+Street
823,823,From Dusk Till Dawn,movie,From+Dusk+Till+Dawn
824,824,The Woman King,movie,The+Woman+King
825,825,The Lodge,movie,The+Lodge
826,826,Primal Fear,movie,Primal+Fear
827,827,D.E.B.S.,movie,D.E.B.S.
828,828,Skyfall,movie,Skyfall
829,829,Bend It Like Beckham,movie,Bend+It+Like+Beckham
830,830,Spiral: From the Book of Saw,movie,Spiral+From+the+Book+of+Saw
831,831,Apocalypse Now,movie,Apocalypse+Now
832,832,Stop Making Sense,movie,Stop+Making+Sense
833,833,The Wizard of Oz,movie,The+Wizard+of+Oz
834,834,Friday the 13th,movie,Friday+the+13th
835,835,Matilda,movie,Matilda
836,836,Un Chien Andalou,movie,Un+Chien+Andalou
837,837,Popstar: Never Stop Never Stopping,movie,Popstar+Never+Stop+Never+Stopping
838,838,The Evil Dead,movie,The+Evil+Dead
839,839,ClÃÂ©o from 5 to  6,movie,Cleo+from+5+to+6
840,840,Tall Girl,movie,Tall+Girl
841,841,The Help,movie,The+Help
842,842,Miss Americana,movie,Miss+Americana
843,843,WHAT DID JACK DO?,movie,WHAT+DID+JACK+DO?
844,844,Ready Player One,movie,Ready+Player+One
845,845,The Sound of Music,movie,The+Sound+of+Music
846,846,The Place Beyond the Pines,movie,The+Place+Beyond+the+Pines
847,847,The Neon Demon,movie,The+Neon+Demon
848,848,The Square,movie,The+Square
849,849,Iron Man,movie,Iron+Man
850,850,Love & Other Drugs,movie,Love+&+Other+Drugs
851,851,Christopher Robin,movie,Christopher+Robin
852,852,In Time,movie,In+Time
853,853,A Nightmare on Elm Street,movie,A+Nightmare+on+Elm+Street
854,854,Snowpiercer,movie,Snowpiercer
855,855,Parallel Mothers,movie,Parallel+Mothers
856,856,The Kissing Booth,movie,The+Kissing+Booth
857,857,Moneyball,movie,Moneyball
858,858,Logan,movie,Logan
859,859,The Hunger Games: Mockingjay - Part 2,movie,The+Hunger+Games+Mockingjay+-+Part+2
860,860,Antichrist,movie,Antichrist
861,861,Hush,movie,Hush
862,862,Benedetta,movie,Benedetta
863,863,Water Lilies,movie,Water+Lilies
864,864,X-Men: First Class,movie,X-Men+First+Class
865,865,My Life as a Zucchini,movie,My+Life+as+a+Zucchini
866,866,The Childrens Hour,movie,The+Childrens+Hour
867,867,The Babadook,movie,The+Babadook
868,868,The Tree of Life,movie,The+Tree+of+Life
869,869,The Young Girls of Rochefort,movie,The+Young+Girls+of+Rochefort
870,870,Lost Highway,movie,Lost+Highway
871,871,Maurice,movie,Maurice
872,872,Tokyo Godfathers,movie,Tokyo+Godfathers
873,873,Seven Samurai,movie,Seven+Samurai
874,874,Charlie and the Chocolate Factory,movie,Charlie+and+the+Chocolate+Factory
875,875,Missing,movie,Missing
876,876,Shark Tale,movie,Shark+Tale
877,877,10 Cloverfield Lane,movie,10+Cloverfield+Lane
878,878,The Parent Trap,movie,The+Parent+Trap
879,879,The Revenant,movie,The+Revenant
880,880,The Adventures of Sharkboy and Lavagirl,movie,The+Adventures+of+Sharkboy+and+Lavagirl
881,881,"Argentina, 1985",movie,Argentina+1985
882,882,Pieces of a Woman,movie,Pieces+of+a+Woman
883,883,Despicable Me 3,movie,Despicable+Me+3
884,884,The Bubble,movie,The+Bubble
885,885,Lolita,movie,Lolita
886,886,Insidious,movie,Insidious
887,887,Saint Maud,movie,Saint+Maud
888,888,Hostel,movie,Hostel
889,889,Hellraiser,movie,Hellraiser
890,890,The Mist,movie,The+Mist
891,891,Never Rarely Sometimes Always,movie,Never+Rarely+Sometimes+Always
892,892,Love Exposure,movie,Love+Exposure
893,893,Hocus Pocus 2,movie,Hocus+Pocus+2
894,894,Under the Silver Lake,movie,Under+the+Silver+Lake
895,895,Training Day,movie,Training+Day
896,896,Circle,movie,Circle
897,897,The Princess Diaries,movie,The+Princess+Diaries
898,898,Deep Water,movie,Deep+Water
899,899,The Girl with the Dragon Tattoo,movie,The+Girl+with+the+Dragon+Tattoo
900,900,Knock Knock,movie,Knock+Knock
901,901,The Souvenir,movie,The+Souvenir
902,902,Guardians of the Galaxy,movie,Guardians+of+the+Galaxy
903,903,Bound,movie,Bound
904,904,Collateral,movie,Collateral
905,905,EO,movie,EO
906,906,Event Horizon,movie,Event+Horizon
907,907,The Happening,movie,The+Happening
908,908,Waves,movie,Waves
909,909,Space Jam,movie,Space+Jam
910,910,Ad Astra,movie,Ad+Astra
911,911,The Notebook,movie,The+Notebook
912,912,Music,movie,Music
913,913,Miss Congeniality,movie,Miss+Congeniality
914,914,A Silent Voice,movie,A+Silent+Voice
915,915,North by Northwest,movie,North+by+Northwest
916,916,Jackie Brown,movie,Jackie+Brown
917,917,Panic Room,movie,Panic+Room
918,918,Blade,movie,Blade
919,919,Jerry Maguire,movie,Jerry+Maguire
920,920,Happy Death Day,movie,Happy+Death+Day
921,921,Monty Python and the Holy Grail,movie,Monty+Python+and+the+Holy+Grail
922,922,Blue Is the Warmest Color,movie,Blue+Is+the+Warmest+Color
923,923,I Saw the Devil,movie,I+Saw+the+Devil
924,924,BlacKkKlansman,movie,BlacKkKlansman
925,925,Looking for Alaska,movie,Looking+for+Alaska
926,926,Anna Karenina,movie,Anna+Karenina
927,927,The Lost Boys,movie,The+Lost+Boys
928,928,I Know What You Did Last Summer,movie,I+Know+What+You+Did+Last+Summer
929,929,The Many Saints of Newark,movie,The+Many+Saints+of+Newark
930,930,Ford v Ferrari,movie,Ford+v+Ferrari
931,931,Five Feet Apart,movie,Five+Feet+Apart
932,932,Charade,movie,Charade
933,933,If Anything Happens I Love You,movie,If+Anything+Happens+I+Love+You
934,934,A Simple Favor,movie,A+Simple+Favor
935,935,Napoleon Dynamite,movie,Napoleon+Dynamite
936,936,Fantastic Beasts and Where to Find Them,movie,Fantastic+Beasts+and+Where+to+Find+Them
937,937,Cuties,movie,Cuties
938,938,Irreversible,movie,Irreversible
939,939,Shame,movie,Shame
940,940,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",movie,The+Chronicles+of+Narnia+The+Lion+the+Witch+and+the+Wardrobe
941,941,Pride and Prejudice,movie,Pride+and+Prejudice
942,942,The Eyes of Tammy Faye,movie,The+Eyes+of+Tammy+Faye
943,943,Creep 2,movie,Creep+2
944,944,How to Train Your Dragon: The Hidden World,movie,How+to+Train+Your+Dragon+The+Hidden+World
945,945,The Pale Blue Eye,movie,The+Pale+Blue+Eye
946,946,Black Mirror: Striking Vipers,movie,Black+Mirror+Striking+Vipers
947,947,Kajillionaire,movie,Kajillionaire
948,948,The Conjuring,movie,The+Conjuring
949,949,Mission: Impossible - Ghost Protocol,movie,Mission+Impossible+-+Ghost+Protocol
950,950,The Bye Bye Man,movie,The+Bye+Bye+Man
951,951,Grave of the Fireflies,movie,Grave+of+the+Fireflies
952,952,To All the Boys: Always and Forever,movie,To+All+the+Boys+Always+and+Forever
953,953,And Then We Danced,movie,And+Then+We+Danced
954,954,The Invitation,movie,The+Invitation
955,955,How to Train Your Dragon,movie,How+to+Train+Your+Dragon
956,956,Petite Maman,movie,Petite+Maman
957,957,The Craft,movie,The+Craft
958,958,Night of the Living Dead,movie,Night+of+the+Living+Dead
959,959,Scoob!,movie,Scoob!
960,960,John Wick: Chapter 3 - Parabellum,movie,John+Wick+Chapter+3+-+Parabellum
961,961,Kids,movie,Kids
962,962,The Boss Baby: Family Business,movie,The+Boss+Baby+Family+Business
963,963,Terminator 2: Judgment Day,movie,Terminator+2+Judgment+Day
964,964,Hubie Halloween,movie,Hubie+Halloween
965,965,Fyre,movie,Fyre
966,966,Nerve,movie,Nerve
967,967,Rocky,movie,Rocky
968,968,Arthur Christmas,movie,Arthur+Christmas
969,969,Into the Wild,movie,Into+the+Wild
970,970,Spiderhead,movie,Spiderhead
971,971,Barb & Star Go to Vista Del Mar,movie,Barb+&+Star+Go+to+Vista+Del+Mar
972,972,Kill Your Darlings,movie,Kill+Your+Darlings
973,973,Showgirls,movie,Showgirls
974,974,The Mummy,movie,The+Mummy
975,975,mid90s,movie,mid90s
976,976,Adaptation.,movie,Adaptation.
977,977,Do the Right Thing,movie,Do+the+Right+Thing
978,978,Casino Royale,movie,Casino+Royale
979,979,Scenes from a Marriage,movie,Scenes+from+a+Marriage
980,980,Black Christmas,movie,Black+Christmas
981,981,Logan Lucky,movie,Logan+Lucky
982,982,The Sisterhood of the Traveling Pants,movie,The+Sisterhood+of+the+Traveling+Pants
983,983,Three Colors: Blue,movie,Three+Colors+Blue
984,984,Sun and Concrete,movie,Sun+and+Concrete
985,985,Thunder Road,movie,Thunder+Road
986,986,Vivarium,movie,Vivarium
987,987,An American Werewolf in London,movie,An+American+Werewolf+in+London
988,988,Children of Men,movie,Children+of+Men
989,989,Central Station,movie,Central+Station
990,990,High Fidelity,movie,High+Fidelity
991,991,Signs,movie,Signs
992,992,Creep,movie,Creep
993,993,Bo Burnham: Make Happy,movie,Bo+Burnham+Make+Happy
994,994,Stardust,movie,Stardust
995,995,Hercules,movie,Hercules
996,996,The Red Shoes,movie,The+Red+Shoes
997,997,Sinister,movie,Sinister
998,998,The Polar Express,movie,The+Polar+Express
999,999,Friends: The Reunion,movie,Friends+The+Reunion
1000,1000,This Is the End,movie,This+Is+the+End
1001,1001,The Worlds End,movie,The+Worlds+End
1002,1002,Terrifier 2,movie,Terrifier+2
1003,1003,A Few Good Men,movie,A+Few+Good+Men
1004,1004,The Apartment,movie,The+Apartment
1005,1005,The Call of the Wild,movie,The+Call+of+the+Wild
1006,1006,Save Ralph,movie,Save+Ralph
1007,1007,Pink Flamingos,movie,Pink+Flamingos
1008,1008,Scary Movie,movie,Scary+Movie
1009,1009,The Old Guard,movie,The+Old+Guard
1010,1010,Toy Story 3,movie,Toy+Story+3
1011,1011,Green Room,movie,Green+Room
1012,1012,Steve Jobs,movie,Steve+Jobs
1013,1013,L.A. Confidential,movie,L.A.+Confidential
1014,1014,Velvet Goldmine,movie,Velvet+Goldmine
1015,1015,Chicken Run,movie,Chicken+Run
1016,1016,One Day,movie,One+Day
1017,1017,Vengeance,movie,Vengeance
1018,1018,Batman,movie,Batman
1019,1019,Vice,movie,Vice
1020,1020,Being the Ricardos,movie,Being+the+Ricardos
1021,1021,The Cabinet of Dr. Caligari,movie,The+Cabinet+of+Dr.+Caligari
1022,1022,Bros,movie,Bros
1023,1023,The Room,movie,The+Room
1024,1024,Sunset Boulevard,movie,Sunset+Boulevard
1025,1025,Harold and Maude,movie,Harold+and+Maude
1026,1026,Cowboy Bebop,movie,Cowboy+Bebop
1027,1027,Incendies,movie,Incendies
1028,1028,Cry-Baby,movie,Cry-Baby
1029,1029,Remember Me,movie,Remember+Me
1030,1030,Onward,movie,Onward
1031,1031,Airplane!,movie,Airplane!
1032,1032,The Last Temptation of Christ,movie,The+Last+Temptation+of+Christ
1033,1033,One Flew Over the Cuckoos Nest,movie,One+Flew+Over+the+Cuckoos+Nest
1034,1034,The Last Airbender,movie,The+Last+Airbender
1035,1035,The Dreamers,movie,The+Dreamers
1036,1036,Women on the Verge of a Nervous Breakdown,movie,Women+on+the+Verge+of+a+Nervous+Breakdown
1037,1037,The Hunchback of Notre Dame,movie,The+Hunchback+of+Notre+Dame
1038,1038,My Best Friends Wedding,movie,My+Best+Friends+Wedding
1039,1039,The Meg,movie,The+Meg
1040,1040,Daisies,movie,Daisies
1041,1041,The Voyeurs,movie,The+Voyeurs
1042,1042,Pirates of the Caribbean: The Curse of the Black Pearl,movie,Pirates+of+the+Caribbean+The+Curse+of+the+Black+Pearl
1043,1043,Bacurau,movie,Bacurau
1044,1044,The Skin I Live In,movie,The+Skin+I+Live+In
1045,1045,Gaslight,movie,Gaslight
1046,1046,The Cat Returns,movie,The+Cat+Returns
1047,1047,Bridesmaids,movie,Bridesmaids
1048,1048,Harry Potter and the Deathly Hallows: Part 1,movie,Harry+Potter+and+the+Deathly+Hallows+Part+1
1049,1049,Project X,movie,Project+X
1050,1050,Volver,movie,Volver
1051,1051,Tomboy,movie,Tomboy
1052,1052,Honey Boy,movie,Honey+Boy
1053,1053,Empire Records,movie,Empire+Records
1054,1054,Through My Window,movie,Through+My+Window
1055,1055,Doctor Sleep,movie,Doctor+Sleep
1056,1056,John Tucker Must Die,movie,John+Tucker+Must+Die
1057,1057,The Call,movie,The+Call
1058,1058,American Honey,movie,American+Honey
1059,1059,To All the Boys: P.S. I Still Love You,movie,To+All+the+Boys+P.S.+I+Still+Love+You
1060,1060,Grown Ups,movie,Grown+Ups
1061,1061,Free Birds,movie,Free+Birds
1062,1062,Koyaanisqatsi,movie,Koyaanisqatsi
1063,1063,Grown Ups 2,movie,Grown+Ups+2
1064,1064,Host,movie,Host
1065,1065,Jack and Jill,movie,Jack+and+Jill
1066,1066,Atomic Blonde,movie,Atomic+Blonde
1067,1067,Capybara Walking,movie,Capybara+Walking
1068,1068,Iron Man 3,movie,Iron+Man+3
1069,1069,Spring Breakers,movie,Spring+Breakers
1070,1070,Raiders of the Lost Ark,movie,Raiders+of+the+Lost+Ark
1071,1071,Ant-Man and the Wasp,movie,Ant-Man+and+the+Wasp
1072,1072,Gremlins,movie,Gremlins
1073,1073,Happy Feet,movie,Happy+Feet
1074,1074,Ant-Man,movie,Ant-Man
1075,1075,Practical Magic,movie,Practical+Magic
1076,1076,Diary of a Wimpy Kid,movie,Diary+of+a+Wimpy+Kid
1077,1077,The Turning,movie,The+Turning
1078,1078,After We Collided,movie,After+We+Collided
1079,1079,Stuart Little,movie,Stuart+Little
1080,1080,Stalker,movie,Stalker
1081,1081,Short Term 12,movie,Short+Term+12
1082,1082,Mishima: A Life in Four Chapters,movie,Mishima+A+Life+in+Four+Chapters
1083,1083,Pride,movie,Pride
1084,1084,Election,movie,Election
1085,1085,American Psycho II: All American Girl,movie,American+Psycho+II+All+American+Girl
1086,1086,As I Was Moving Ahead Occasionally I Saw Brief Glimpses of Beauty,movie,As+I+Was+Moving+Ahead+Occasionally+I+Saw+Brief+Glimpses+of+Beauty
1087,1087,Kung Fu Panda,movie,Kung+Fu+Panda
1088,1088,Robots,movie,Robots
1089,1089,If Beale Street Could Talk,movie,If+Beale+Street+Could+Talk
1090,1090,A Woman Under the Influence,movie,A+Woman+Under+the+Influence
1091,1091,Pacific Rim,movie,Pacific+Rim
1092,1092,The 400 Blows,movie,The+400+Blows
1093,1093,The Outsiders,movie,The+Outsiders
1094,1094,The Host,movie,The+Host
1095,1095,Folklore: The Long Pond Studio Sessions,movie,Folklore+The+Long+Pond+Studio+Sessions
1096,1096,Holes,movie,Holes
1097,1097,Castle in the Sky,movie,Castle+in+the+Sky
1098,1098,American History X,movie,American+History+X
1099,1099,The Princess Diaries 2: Royal Engagement,movie,The+Princess+Diaries+2+Royal+Engagement
1100,1100,Army of Darkness,movie,Army+of+Darkness
1101,1101,Shithouse,movie,Shithouse
1102,1102,Ratatoing,movie,Ratatoing
1103,1103,Choose or Die,movie,Choose+or+Die
1104,1104,Thor,movie,Thor
1105,1105,Eurovision Song Contest: The Story of Fire Saga,movie,Eurovision+Song+Contest+The+Story+of+Fire+Saga
1106,1106,Kingsman: The Golden Circle,movie,Kingsman+The+Golden+Circle
1107,1107,You Were Never Really Here,movie,You+Were+Never+Really+Here
1108,1108,The Umbrellas of Cherbourg,movie,The+Umbrellas+of+Cherbourg
1109,1109,A Dogs Will,movie,A+Dogs+Will
1110,1110,Boys State,movie,Boys+State
1111,1111,Jurassic World,movie,Jurassic+World
1112,1112,Nimic,movie,Nimic
